2458125.49744,7.71100
2458125.49705,7.74100
2458125.49666,7.70700
2458125.49628,7.71200
2458125.49550,7.69900
2458125.49512,7.70800
2458125.49474,7.69400
2458125.49435,7.71600
2458125.49396,7.69700
2458125.49358,7.68500
2458125.49319,7.71600
2458125.49281,7.70300
2458125.49241,7.67900
2458125.49203,7.69800
2458125.49165,7.69800
2458125.49126,7.69600
2458125.49087,7.70800
2458125.49049,7.69800
2458125.49010,7.68500
2458125.48972,7.68800
2458125.48934,7.65700
2458125.48894,7.68700
2458125.48856,7.69400
2458125.48818,7.68000
2458125.48778,7.71700
2458125.48740,7.68700
2458125.48702,7.66100
2458125.48663,7.67600
2458125.48586,7.67800
2458125.48547,7.67500
2458125.48509,7.68400
2458125.48471,7.63800
2458125.48431,7.64000
2458125.48393,7.66500
2458125.48355,7.62500
2458125.48315,7.63100
2458125.48277,7.65700
2458125.48239,7.63700
2458125.48200,7.60400
2458125.48162,7.61900
2458125.48122,7.62600
2458125.48084,7.60700
2458125.48046,7.60700
2458125.48006,7.59200
2458125.47968,7.61000
2458125.47930,7.62500
2458125.47891,7.58600
2458125.47852,7.61300
2458125.47814,7.61300
2458125.47775,7.60200
2458125.47737,7.57500
2458125.47697,7.59700
2458125.47621,7.55500
2458125.47582,7.55000
2458125.47543,7.59200
2458125.47505,7.51500
2458125.47466,7.56600
2458125.47428,7.56600
2458125.47390,7.52400
2458125.47350,7.55400
2458125.47312,7.54600
2458125.47274,7.53800
2458125.47234,7.52100
2458125.47196,7.53000
2458125.47158,7.50500
2458125.47119,7.54900
2458125.47080,7.49800
2458125.47041,7.50700
2458125.47003,7.53900
2458125.46965,7.52800
2458125.46925,7.47900
2458125.46887,7.52300
2458125.46849,7.47200
2458125.46810,7.54300
2458125.46771,7.49300
2458125.46656,7.50300
2458125.46578,7.47700
2458125.46540,7.45600
2458125.46502,7.48600
2458125.46462,7.46000
2458125.46424,7.45500
2458125.46386,7.47300
2458125.46347,7.44400
2458125.46309,7.43700
2458125.46270,7.43900
2458125.46231,7.46900
2458125.46193,7.44600
2458125.46155,7.43400
2458125.46115,7.41200
2458125.46077,7.44900
2458125.46039,7.42300
2458125.45999,7.42400
2458125.45961,7.40100
2458125.45922,7.42800
2458125.45884,7.42500
2458125.45846,7.43500
2458125.45806,7.40600
2458125.45768,7.41500
2458125.45730,7.40400
2458125.45690,7.43100
2458125.45614,7.40300
2458125.45575,7.42000
2458125.45537,7.40200
2458125.45498,7.40500
2458125.45459,7.42200
2458125.45421,7.39900
2458125.45383,7.39600
2458125.45343,7.39800
2458125.45305,7.38500
2458125.45267,7.38700
2458125.45227,7.42300
2458125.45189,7.39100
2458125.45150,7.39900
2458125.45112,7.37900
2458125.45074,7.36300
2458125.45034,7.39000
2458125.44996,7.38200
2458125.44958,7.36700
2458125.44918,7.40400
2458125.44880,7.38900
2458125.44842,7.37200
2458125.44803,7.37700
2458125.44765,7.37800
2458125.44726,7.35300
2458125.44649,7.36400
2458125.44611,7.34400
2458125.44571,7.34900
2458125.44533,7.36400
2458125.44494,7.35800
2458125.44455,7.39500
2458125.44417,7.35900
2458125.44378,7.34300
2458125.44340,7.37100
2458125.44302,7.35300
2458125.44262,7.34400
2458125.44224,7.37200
2458125.44186,7.37300
2458125.44146,7.33700
2458125.44108,7.34700
2458125.44070,7.35800
2458125.44031,7.35300
